step,loss,l_attack,l_perc,l_ssim,l_temp,lr,val_mean_jf_clean,val_mean_jf_adv,val_delta_jf,vid_vid_mean_jf_clean,vid_vid_mean_jf_adv,vid_vid_delta_jf
3340,0.25742200016975403,0.2360522300004959,0.0,0.04273952171206474,0.0,1.616847796319585e-05,,,,,,
3350,0.25308549404144287,0.25308549404144287,0.0,0.0,0.0,1.6046568145617116e-05,,,,,,
3360,0.5624520778656006,0.5624520778656006,0.0,0.0,0.0,1.5925110489916577e-05,,,,,,
3370,0.04074888303875923,0.04074888303875923,0.0,0.0,0.0,1.5804109791034513e-05,,,,,,
3380,0.34626519680023193,0.3455529510974884,0.0,0.0014244671911001205,0.0,1.568357082587133e-05,,,,,,
3390,0.12503230571746826,0.11858449876308441,0.0,0.012895625084638596,0.0,1.556349835309897e-05,,,,,,
3400,0.028105370700359344,0.028105370700359344,0.0,0.0,0.0,1.544389711297306e-05,,,,,,
3410,0.10651026666164398,0.10465070605278015,0.0,0.0037191174924373627,0.0,1.5324771827145776e-05,,,,,,
3420,0.28020843863487244,0.28020843863487244,0.0,0.0,0.0,1.5206127198479427e-05,,,,,,
3430,0.14741815626621246,0.14741815626621246,0.0,0.0,0.0,1.5087967910860802e-05,,,,,,
3440,0.3611277937889099,0.3554095923900604,0.0006889812648296356,0.010058443993330002,0.0,1.4970298629016254e-05,,,,,,
3450,0.2312326580286026,0.2309119552373886,0.0,0.00064140185713768,0.0,1.4853123998327555e-05,,,,,,
3460,0.24151796102523804,0.223756343126297,0.0,0.03552323207259178,0.0,1.4736448644648466e-05,,,,,,
3470,0.5179663300514221,0.5174283981323242,0.0,0.00107588991522789,0.0,1.4620277174122191e-05,,,,,,
3480,0.05177650973200798,0.05177650973200798,0.0,0.0,0.0,1.4504614172999478e-05,,,,,,
3490,0.029789691790938377,0.029789691790938377,0.0,0.0,0.0,1.4389464207457546e-05,,,,,,
3500,0.36810538172721863,0.36810538172721863,0.0,0.0,0.0,1.427483182341986e-05,0.5906255756368602,0.15733067207823867,0.43329490355862155,0.794803311474418,0.7911445383696654,0.0036587731047525995
3510,0.5584390163421631,0.5584390163421631,0.0,0.0,0.0,1.416072154637667e-05,,,,,,
3520,0.2506103515625,0.2506103515625,0.0,0.0,0.0,1.4047137881206326e-05,,,,,,
3530,0.36813098192214966,0.3675423860549927,0.0,0.0011771731078624725,0.0,1.3934085311997446e-05,,,,,,
3540,0.04339926317334175,0.04339926317334175,0.0,0.0,0.0,1.3821568301871886e-05,,,,,,
3550,0.3776625096797943,0.3776625096797943,0.0,0.0,0.0,1.3709591292808543e-05,,,,,,
3560,0.019016895443201065,0.01842734031379223,0.0,0.0011791102588176727,0.0,1.3598158705467992e-05,,,,,,
3570,0.11153581738471985,0.1068912148475647,0.0,0.009289201349020004,0.0,1.3487274939017972e-05,,,,,,
3580,0.05715000256896019,0.05715000256896019,0.0,0.0,0.0,1.3376944370959754e-05,,,,,,
3590,0.02135341428220272,0.02135341428220272,0.0,0.0,0.0,1.326717135695521e-05,,,,,,
3600,0.024901308119297028,0.024901308119297028,0.0,0.0,0.0,1.3157960230654995e-05,,,,,,
3610,0.23233133554458618,0.23233133554458618,0.0,0.0,0.0,1.304931530352737e-05,,,,,,
3620,0.29870906472206116,0.29758530855178833,0.0,0.002247508615255356,0.0,1.2941240864688024e-05,,,,,,
3630,0.23669792711734772,0.23669792711734772,0.0,0.0,0.0,1.283374118073074e-05,,,,,,
3640,0.10717391967773438,0.10371246933937073,0.0,0.0069228969514369965,0.0,1.2726820495559e-05,,,,,,
3650,0.2380857765674591,0.2380857765674591,0.0,0.0,0.0,1.2620483030218357e-05,,,,,,
3660,0.02744707092642784,0.027076033875346184,0.0,0.0007420741021633148,0.0,1.2514732982729856e-05,,,,,,
3670,0.5591354370117188,0.5591354370117188,0.0,0.0,0.0,1.2409574527924309e-05,,,,,,
3680,0.23542307317256927,0.235406294465065,0.0,3.354530781507492e-05,0.0,1.230501181727745e-05,,,,,,
3690,0.22582510113716125,0.22582510113716125,0.0,0.0,0.0,1.2201048978746061e-05,,,,,,
3700,0.04975968971848488,0.04975968971848488,0.0,0.0,0.0,1.2097690116604989e-05,,,,,,
3710,0.09450320154428482,0.09439301490783691,0.0,0.00022037606686353683,0.0,1.1994939311285143e-05,,,,,,
3720,0.3000237047672272,0.3000237047672272,0.0,0.0,0.0,1.1892800619212361e-05,,,,,,
3730,0.14081788063049316,0.1408083736896515,0.0,1.9004568457603455e-05,0.0,1.179127807264733e-05,,,,,,
3740,0.029807474464178085,0.029807474464178085,0.0,0.0,0.0,1.1690375679526352e-05,,,,,,
3750,0.27423468232154846,0.2733636498451233,0.0,0.001742091029882431,0.0,1.1590097423303131e-05,,,,,,
3760,0.11040137708187103,0.10793903470039368,0.0,0.0049246810376644135,0.0,1.149044726279152e-05,,,,,,
3770,0.023477287963032722,0.023458831012248993,0.0,3.691297024488449e-05,0.0,1.1391429132009231e-05,,,,,,
3780,0.3657723069190979,0.3625377416610718,0.0,0.006469111889600754,0.0,1.1293046940022529e-05,,,,,,
3790,0.19525353610515594,0.19525353610515594,0.0,0.0,0.0,1.119530457079187e-05,,,,,,
3800,0.020129023119807243,0.019370922818779945,0.0,0.0015162015333771706,0.0,1.109820588301865e-05,,,,,,
3810,0.5564573407173157,0.5564573407173157,0.0,0.0,0.0,1.1001754709992808e-05,,,,,,
3820,0.020274778828024864,0.018897607922554016,0.0,0.002754341810941696,0.0,1.0905954859441485e-05,,,,,,
3830,0.0167690496891737,0.0167690496891737,0.0,0.0,0.0,1.081081011337876e-05,,,,,,
3840,0.09823089838027954,0.09823089838027954,0.0,0.0,0.0,1.0716324227956288e-05,,,,,,
3850,0.05790107324719429,0.05790107324719429,0.0,0.0,0.0,1.0622500933315042e-05,,,,,,
3860,0.41745316982269287,0.4149056077003479,0.0002417098730802536,0.004611753858625889,0.0,1.0529343933438038e-05,,,,,,
3870,0.04334588348865509,0.04334588348865509,0.0,0.0,0.0,1.0436856906004128e-05,,,,,,
3880,0.45776718854904175,0.45701244473457336,0.0,0.001509498804807663,0.0,1.034504350224279e-05,,,,,,
3890,0.234945610165596,0.234945610165596,0.0,0.0,0.0,1.0253907346789986e-05,,,,,,
3900,0.019749470055103302,0.01933513954281807,0.0,0.0008286619558930397,0.0,1.0163452037545088e-05,,,,,,
3910,0.018525302410125732,0.018525302410125732,0.0,0.0,0.0,1.0073681145528832e-05,,,,,,
3920,0.36038878560066223,0.3578142821788788,0.0003879386931657791,0.00437314435839653,0.0,9.98459821474231e-06,,,,,,
3930,0.1059848815202713,0.1059848815202713,0.0,0.0,0.0,9.896206762027096e-06,,,,,,
3940,0.022073226049542427,0.020165633410215378,0.0,0.0038151852786540985,0.0,9.808510276926406e-06,,,,,,
3950,0.27407142519950867,0.26882389187812805,0.0,0.010495048016309738,0.0,9.721512221547281e-06,,,,,,
3960,0.05397955700755119,0.05397955700755119,0.0,0.0,0.0,9.635216030424013e-06,,,,,,
3970,0.03145889192819595,0.03145889192819595,0.0,0.0,0.0,9.549625110382456e-06,,,,,,
3980,0.08023671805858612,0.08023671805858612,0.0,0.0,0.0,9.464742840405571e-06,,,,,,
3990,0.12050102651119232,0.12050102651119232,0.0,0.0,0.0,9.380572571500041e-06,,,,,,
4000,0.39251503348350525,0.39251503348350525,0.0,0.0,0.0,9.297117626563962e-06,0.5906255756368602,0.10445311583052727,0.48617245980633295,0.794803311474418,0.33873795952570385,0.4560653519487141
4010,0.013114900328218937,0.013114900328218937,0.0,0.0,0.0,9.214381300255659e-06,,,,,,
4020,0.0110872071236372,0.0110872071236372,0.0,0.0,0.0,9.132366858863627e-06,,,,,,
4030,0.15979965031147003,0.15979965031147003,0.0,0.0,0.0,9.051077540177575e-06,,,,,,
4040,0.2451934963464737,0.2451934963464737,0.0,0.0,0.0,8.970516553360633e-06,,,,,,
4050,0.03183792904019356,0.03137186914682388,0.0,0.000932120718061924,0.0,8.890687078822603e-06,,,,,,
4060,0.020438021048903465,0.019310839474201202,0.0,0.0022543631494045258,0.0,8.81159226809445e-06,,,,,,
4070,0.25953060388565063,0.25953060388565063,0.0,0.0,0.0,8.733235243703882e-06,,,,,,
4080,0.009528030641376972,0.009528030641376972,0.0,0.0,0.0,8.655619099052037e-06,,,,,,
4090,0.1363978236913681,0.13538554310798645,0.0,0.002024557441473007,0.0,8.578746898291416e-06,,,,,,
4100,0.01682921126484871,0.01682921126484871,0.0,0.0,0.0,8.502621676204877e-06,,,,,,
4110,0.2525117099285126,0.2525117099285126,0.0,0.0,0.0,8.427246438085839e-06,,,,,,
4120,0.13431769609451294,0.13361431658267975,0.0,0.0014067701995372772,0.0,8.352624159619635e-06,,,,,,
4130,0.2029513120651245,0.19080254435539246,0.0,0.024297546595335007,0.0,8.278757786766053e-06,,,,,,
4140,0.09298860281705856,0.08951801061630249,0.0,0.0069411806762218475,0.0,8.20565023564302e-06,,,,,,
4150,0.26752784848213196,0.26752784848213196,0.0,0.0,0.0,8.133304392411458e-06,,,,,,
4160,0.07006784528493881,0.07006784528493881,0.0,0.0,0.0,8.061723113161392e-06,,,,,,
4170,0.04473680257797241,0.04473680257797241,0.0,0.0,0.0,7.990909223799157e-06,,,,,,
4180,0.3571103811264038,0.3571103811264038,0.0,0.0,0.0,7.920865519935852e-06,,,,,,
4190,0.25250014662742615,0.25250014662742615,0.0,0.0,0.0,7.85159476677697e-06,,,,,,
4200,0.4371250867843628,0.43642503023147583,0.0,0.001400139182806015,0.0,7.783099699013239e-06,,,,,,
4210,0.04531535133719444,0.04531535133719444,0.0,0.0,0.0,7.71538302071265e-06,,,,,,
4220,0.26078081130981445,0.26078081130981445,0.0,0.0,0.0,7.648447405213711e-06,,,,,,
4230,0.32251548767089844,0.32251548767089844,0.0,0.0,0.0,7.582295495019907e-06,,,,,,
4240,0.1690557301044464,0.1690557301044464,0.0,0.0,0.0,7.516929901695397e-06,,,,,,
4250,0.5517606139183044,0.5517606139183044,0.0,0.0,0.0,7.452353205761868e-06,,,,,,
4260,0.10847735404968262,0.10847735404968262,0.0,0.0,0.0,7.388567956596705e-06,,,,,,
4270,0.39136260747909546,0.38988369703292847,0.0,0.002957817167043686,0.0,7.325576672332333e-06,,,,,,
4280,0.0961361676454544,0.0961361676454544,0.0,0.0,0.0,7.263381839756783e-06,,,,,,
4290,0.2487582415342331,0.2487582415342331,0.0,0.0,0.0,7.201985914215566e-06,,,,,,
4300,0.021377023309469223,0.021377023309469223,0.0,0.0,0.0,7.141391319514691e-06,,,,,,
4310,0.030124889686703682,0.02889907732605934,0.0,0.002451624721288681,0.0,7.0816004478249946e-06,,,,,,
4320,0.01695004291832447,0.01695004291832447,0.0,0.0,0.0,7.022615659587719e-06,,,,,,
4330,0.148208349943161,0.12902764976024628,0.0,0.03836139664053917,0.0,6.9644392834213075e-06,,,,,,
4340,0.5565658807754517,0.5561603307723999,0.0,0.0008111028000712395,0.0,6.907073616029472e-06,,,,,,
4350,0.22193299233913422,0.22178974747657776,0.0,0.0002865009009838104,0.0,6.850520922110538e-06,,,,,,
4360,0.013196679763495922,0.013196679763495922,0.0,0.0,0.0,6.794783434268027e-06,,,,,,
4370,0.4084252119064331,0.4084252119064331,0.0,0.0,0.0,6.739863352922527e-06,,,,,,
4380,0.05270054191350937,0.05270054191350937,0.0,0.0,0.0,6.6857628462248e-06,,,,,,
4390,0.05781136453151703,0.05781136453151703,0.0,0.0,0.0,6.632484049970219e-06,,,,,,
4400,0.2526220679283142,0.2516978681087494,0.0,0.0018483959138393402,0.0,6.580029067514442e-06,,,,,,
4410,0.4131412208080292,0.4123205840587616,0.0,0.001641254872083664,0.0,6.528399969690349e-06,,,,,,
4420,0.01820497401058674,0.01780632697045803,0.0,0.0007972950115799904,0.0,6.477598794726322e-06,,,,,,
4430,0.02190385013818741,0.02190385013818741,0.0,0.0,0.0,6.427627548165762e-06,,,,,,
4440,0.006312637589871883,0.006312637589871883,0.0,0.0,0.0,6.378488202787919e-06,,,,,,
4450,0.11905975639820099,0.11905975639820099,0.0,0.0,0.0,6.330182698530011e-06,,,,,,
4460,0.12929882109165192,0.12929882109165192,0.0,0.0,0.0,6.28271294241063e-06,,,,,,
4470,0.05851496756076813,0.05541208013892174,0.0,0.006205778568983078,0.0,6.236080808454474e-06,,,,,,
4480,0.31353893876075745,0.31353893876075745,0.0,0.0,0.0,6.19028813761833e-06,,,,,,
4490,0.12722919881343842,0.12722919881343842,0.0,0.0,0.0,6.145336737718447e-06,,,,,,
4500,0.29778507351875305,0.29778507351875305,0.0,0.0,0.0,6.101228383359116e-06,0.5906255756368602,0.14401368978348464,0.44661188585337563,0.794803311474418,0.3333912492055692,0.4614120622688488
4510,0.20304083824157715,0.20304083824157715,0.0,0.0,0.0,6.0579648158626465e-06,,,,,,
4520,0.28380918502807617,0.2836959660053253,0.0,0.00022645574063062668,0.0,6.0155477432006e-06,,,,,,
4530,0.08023213595151901,0.08023213595151901,0.0,0.0,0.0,5.973978839926377e-06,,,,,,
4540,0.4226229786872864,0.4213208556175232,0.0,0.0026042573153972626,0.0,5.9332597471091065e-06,,,,,,
4550,0.021002834662795067,0.021002834662795067,0.0,0.0,0.0,5.893392072268841e-06,,,,,,
4560,0.40903863310813904,0.4085719585418701,0.0,0.0009333603084087372,0.0,5.854377389313123e-06,,,,,,
4570,0.26344460248947144,0.2620162069797516,0.0,0.002856772392988205,0.0,5.816217238474834e-06,,,,,,
4580,0.2200172394514084,0.2200172394514084,0.0,0.0,0.0,5.778913126251389e-06,,,,,,
4590,0.2918466627597809,0.2918466627597809,0.0,0.0,0.0,5.742466525345261e-06,,,,,,
4600,0.048308711498975754,0.048308711498975754,0.0,0.0,0.0,5.706878874605849e-06,,,,,,
4610,0.05875993147492409,0.05875993147492409,0.0,0.0,0.0,5.672151578972663e-06,,,,,,
4620,0.00621817447245121,0.006201430223882198,0.0,3.3488497138023376e-05,0.0,5.638286009419878e-06,,,,,,
4630,0.3804311156272888,0.3804311156272888,0.0,0.0,0.0,5.605283502902193e-06,,,,,,
4640,0.2871186435222626,0.28586360812187195,0.0,0.0025100670754909515,0.0,5.573145362302053e-06,,,,,,
4650,0.2321036458015442,0.21237310767173767,0.0,0.03946108743548393,0.0,5.5418728563782214e-06,,,,,,
4660,0.07173097878694534,0.07173097878694534,0.0,0.0,0.0,5.51146721971568e-06,,,,,,
4670,0.04357871040701866,0.04357871040701866,0.0,0.0,0.0,5.481929652676909e-06,,,,,,
4680,0.009611525572836399,0.009611525572836399,0.0,0.0,0.0,5.4532613213544745e-06,,,,,,
4690,0.12321972101926804,0.12321972101926804,0.0,0.0,0.0,5.42546335752501e-06,,,,,,
4700,0.2958671450614929,0.29471108317375183,0.0,0.002312134951353073,0.0,5.3985368586045305e-06,,,,,,
4710,0.29165390133857727,0.29072603583335876,0.0,0.001855742186307907,0.0,5.372482887605107e-06,,,,,,
4720,0.2814992070198059,0.28134819865226746,0.0,0.000302022323012352,0.0,5.3473024730929e-06,,,,,,
4730,0.07035878300666809,0.07035878300666809,0.0,0.0,0.0,5.322996609147566e-06,,,,,,
4740,0.2828257381916046,0.2817392647266388,0.0,0.002172943204641342,0.0,5.29956625532299e-06,,,,,,
4750,0.5577399730682373,0.5577399730682373,0.0,0.0,0.0,5.277012336609421e-06,,,,,,
4760,0.24296902120113373,0.24296902120113373,0.0,0.0,0.0,5.255335743396953e-06,,,,,,
4770,0.30718696117401123,0.30718696117401123,0.0,0.0,0.0,5.2345373314403695e-06,,,,,,
4780,0.08037696033716202,0.08037696033716202,0.0,0.0,0.0,5.214617921825364e-06,,,,,,
4790,0.02014215476810932,0.02014215476810932,0.0,0.0,0.0,5.195578300936117e-06,,,,,,
4800,0.08839471638202667,0.08436231315135956,0.0,0.00806480273604393,0.0,5.177419220424263e-06,,,,,,
4810,0.10156562179327011,0.10156562179327011,0.0,0.0,0.0,5.160141397179206e-06,,,,,,
4820,0.03314012289047241,0.032747652381658554,0.0,0.0007849391549825668,0.0,5.143745513299821e-06,,,,,,
4830,0.30952516198158264,0.30952516198158264,0.0,0.0,0.0,5.1282322160675325e-06,,,,,,
4840,0.5394375920295715,0.5287309885025024,0.006498407572507858,0.00841641053557396,0.0,5.113602117920754e-06,,,,,,
4850,0.10585019737482071,0.10133017599582672,0.0,0.009040039032697678,0.0,5.099855796430707e-06,,,,,,
4860,0.018369819968938828,0.01786334626376629,0.0,0.0010129474103450775,0.0,5.086993794278627e-06,,,,,,
4870,0.030682221055030823,0.030607912689447403,0.0,0.00014861486852169037,0.0,5.0750166192343325e-06,,,,,,
4880,0.04065292328596115,0.04003799706697464,0.0,0.001229848712682724,0.0,5.063924744136189e-06,,,,,,
4890,0.3507600426673889,0.3507600426673889,0.0,0.0,0.0,5.053718606872434e-06,,,,,,
4900,0.006083967629820108,0.006083967629820108,0.0,0.0,0.0,5.044398610363891e-06,,,,,,
4910,0.04880262538790703,0.04880262538790703,0.0,0.0,0.0,5.035965122548062e-06,,,,,,
4920,0.05600152537226677,0.05600152537226677,0.0,0.0,0.0,5.028418476364607e-06,,,,,,
4930,0.0582367479801178,0.05512987822294235,0.0,0.006213735789060593,0.0,5.0217589697421945e-06,,,,,,
4940,0.1167609840631485,0.1167609840631485,0.0,0.0,0.0,5.015986865586743e-06,,,,,,
4950,0.05344264954328537,0.053429022431373596,0.0,2.725701779127121e-05,0.0,5.011102391771039e-06,,,,,,
4960,0.09304054081439972,0.08268118649721146,0.0,0.020718704909086227,0.0,5.007105741125751e-06,,,,,,
4970,0.049419861286878586,0.049419861286878586,0.0,0.0,0.0,5.003997071431798e-06,,,,,,
4980,0.05432244762778282,0.05432244762778282,0.0,0.0,0.0,5.001776505414137e-06,,,,,,
4990,0.043555743992328644,0.043555743992328644,0.0,0.0,0.0,5.000444130736915e-06,,,,,,
5000,0.17140543460845947,0.16780219972133636,0.0,0.007206480950117111,0.0,5e-06,0.5906255756368602,0.1291856410703845,0.46143993456647575,0.794803311474418,0.7899430259780271,0.004860285496390837
